Illness Name,Category
"Cirrhosis, Adjustment Disorder","2, 1"
"Cirrhosis, Hallucination Disorder","2, 1"
"Cirrhosis, Rabies","2, 0"
"Cirrhosis, Crohn’s Disease","2, 2"
"Cirrhosis, Parkinson’s Disease","2, 2"
"Cirrhosis, Anthrax","2, 0"
"Cirrhosis, RSV","2, 0"
"Cirrhosis, Bulimia","2, 1"
"Cirrhosis, Chronic Sinusitis","2, 2"
"Cirrhosis, Norovirus","2, 0"
"Cirrhosis, Spina Bifida","2, 3"
"Cirrhosis, Paget's Disease","2, 2"
"Cirrhosis, Barrett’s Esophagus","2, 2"
"Cirrhosis, Heart Disease","2, 2"
"Cirrhosis, Limb Girdle Disorder","2, 3"
"Cirrhosis, Dissociative Identity Disorder","2, 1"
"Cirrhosis, Yellow Fever","2, 0"
"Cirrhosis, Sinus Infection","2, 0"
"Cirrhosis, Influenza","2, 0"
"Cirrhosis, Hepatitis A","2, 0"
"Cirrhosis, Sickle Cell Disease","2, 2"
"Cirrhosis, Visual Impairment","2, 3"
"Cirrhosis, Hypertension","2, 2"
"Cirrhosis, Endometriosis","2, 2"
"Cirrhosis, Bacterial Meningitis","2, 0"
"Cirrhosis, Catatonia","2, 1"
"Cirrhosis, Muscular Dystrophy","2, 3"
"Cirrhosis, Dwarfism","2, 3"
"Cirrhosis, Pathological Gambling","2, 1"
"Cirrhosis, Traumatic Brain Injury","2, 3"
"Cirrhosis, Somatic Symptom Disorder","2, 1"
"Cirrhosis, Anorexia","2, 1"
"Cirrhosis, Polycystic Kidney Disease","2, 2"
"Cirrhosis, Hip Dysplasia","2, 3"
"Cirrhosis, Campylobacteriosis","2, 0"
"Cirrhosis, Schizophrenia","2, 1"
"Cirrhosis, Selective Mutism","2, 1"
"Cirrhosis, Microcephaly","2, 3"
"Cirrhosis, Psychotic Depression","2, 1"
"Cirrhosis, Giardiasis","2, 0"
"Cirrhosis, Mobility Impairment","2, 3"
"Cirrhosis, Tetanus","2, 0"
"Cirrhosis, Leptospirosis","2, 0"
"Cirrhosis, Substance Use Disorder","2, 1"
"Cirrhosis, Mood Disorder","2, 1"
"Cirrhosis, Spastic Diplegia","2, 3"
"Cirrhosis, Amyloidosis","2, 2"
"Cirrhosis, Paratyphoid Fever","2, 0"
"Cirrhosis, OCD","2, 1"
"Cirrhosis, Scoliosis","2, 3"
"Cirrhosis, Arthrogryposis","2, 3"
"Cirrhosis, Arthritis","2, 2"
"Cirrhosis, Claw Hand","2, 3"
"Cirrhosis, Sleep Disorder","2, 1"
"Cirrhosis, Polio","2, 3"
"Cirrhosis, Measles","2, 0"
"Cirrhosis, Hearing Loss","2, 3"
"Cirrhosis, Borderline Personality Disorder","2, 1"
"Cirrhosis, Short Stature","2, 3"
"Cirrhosis, Delirium","2, 1"
"Cirrhosis, Chikungunya","2, 0"
"Cirrhosis, PTSD","2, 1"
"Cirrhosis, Botulism","2, 0"
"Cirrhosis, Chickenpox","2, 0"
"Cirrhosis, Blindness","2, 3"
"Cirrhosis, Anxiety","2, 1"
"Cirrhosis, Strep Throat","2, 0"
"Cirrhosis, Trichotillomania","2, 1"
"Cirrhosis, ADHD","2, 1"
"Cirrhosis, Amputation","2, 3"
"Cirrhosis, Gout","2, 2"
"Cirrhosis, Zika Virus","2, 0"
"Cirrhosis, Chronic Kidney Disease","2, 2"
"Cirrhosis, Paraphilic Disorder","2, 1"
"Cirrhosis, Paralysis","2, 3"
"Cirrhosis, Thalassemia","2, 2"
"Cirrhosis, Torticollis","2, 3"
"Cirrhosis, Cerebral Palsy","2, 3"
"Cirrhosis, Listeriosis","2, 0"
"Cirrhosis, Paranoia","2, 1"
"Cirrhosis, E. coli Infection","2, 0"
"Cirrhosis, COPD","2, 2"
"Cirrhosis, Lupus","2, 2"
"Cirrhosis, Typhoid Fever","2, 0"
"Cirrhosis, Whooping Cough","2, 0"
"Cirrhosis, Hand Deformity","2, 3"
"Cirrhosis, Chronic Urticaria","2, 2"
"Cirrhosis, Food Poisoning","2, 0"
"Cirrhosis, Psychosis","2, 1"
"Cirrhosis, Myasthenia Gravis","2, 2"
"Cirrhosis, Peripheral Artery Disease","2, 2"
"Cirrhosis, Dengue Fever","2, 0"
"Cirrhosis, Coxa Vara","2, 3"
"Cirrhosis, Hepatitis C","2, 0"
"Cirrhosis, Asthma","2, 2"
"Cirrhosis, COVID-19","2, 0"
"Cirrhosis, Rheumatic Heart Disease","2, 2"
"Cirrhosis, Histrionic Personality Disorder","2, 1"
"Cirrhosis, Hepatitis B","2, 0"
"Cirrhosis, Thyroid Disease","2, 2"
"Cirrhosis, Hemiplegia","2, 3"
"Cirrhosis, Chronic Appendicitis","2, 2"
"Cirrhosis, Clubfoot","2, 3"
"Cirrhosis, Speech Impairment","2, 3"
"Cirrhosis, Fibromyalgia","2, 2"
"Cirrhosis, Ulcerative Colitis","2, 2"
"Cirrhosis, Osteogenesis Imperfecta","2, 3"
"Cirrhosis, Muscle Weakness","2, 3"
"Cirrhosis, Toxoplasmosis","2, 0"
"Cirrhosis, Psoriasis","2, 2"
"Cirrhosis, Narcissistic Personality Disorder","2, 1"
"Cirrhosis, Phobias","2, 1"
"Cirrhosis, Chronic Pancreatitis","2, 2"
"Cirrhosis, Chronic Migraine","2, 2"
"Cirrhosis, Cystic Fibrosis","2, 2"
"Cirrhosis, Seasonal Affective Disorder","2, 1"
"Cirrhosis, Frozen Shoulder","2, 3"
"Cirrhosis, Bipolar Disorder","2, 1"
"Cirrhosis, Chronic Fatigue Syndrome","2, 2"
"Cirrhosis, Quadriplegia","2, 3"
"Cirrhosis, Mania","2, 1"
"Cirrhosis, Monoplegia","2, 3"
"Cirrhosis, Mumps","2, 0"
"Cirrhosis, Ear Infection","2, 0"
"Cirrhosis, Diabetes","2, 2"
"Cirrhosis, Multiple Sclerosis","2, 3"
"Cirrhosis, Impulse Control Disorder","2, 1"
"Cirrhosis, Autism Spectrum Disorder","2, 1"
"Cirrhosis, Hyperactivity Disorder","2, 1"
"Cirrhosis, Sarcoidosis","2, 2"
"Cirrhosis, Drop Foot","2, 3"
"Cirrhosis, Scarlet Fever","2, 0"
"Cirrhosis, Tuberculosis","2, 0"
"Cirrhosis, Schizoaffective Disorder","2, 1"
"Cirrhosis, Common Cold","2, 0"
"Cirrhosis, Celiac Disease","2, 2"
"Cirrhosis, Bronchitis","2, 0"
"Cirrhosis, Emotional Dysregulation","2, 1"
"Cirrhosis, Chronic Bronchitis","2, 2"
"Cirrhosis, Postural Deformity","2, 3"
"Cirrhosis, Eating Disorder","2, 1"
"Kleptomania, Graves’ Disease","1, 2"
"Kleptomania, Balance Disorder","1, 3"
"Kleptomania, Social Anxiety Disorder","1, 1"
"Kleptomania, Autoimmune Hepatitis","1, 2"
"Kleptomania, Tic Disorders","1, 1"
"Kleptomania, Panic Disorder","1, 1"
"Kleptomania, Adjustment Disorder","1, 1"
"Kleptomania, Hallucination Disorder","1, 1"
"Kleptomania, Rabies","1, 0"
"Kleptomania, Crohn’s Disease","1, 2"
"Kleptomania, Parkinson’s Disease","1, 2"
"Kleptomania, Anthrax","1, 0"
"Kleptomania, RSV","1, 0"
"Kleptomania, Bulimia","1, 1"
"Kleptomania, Chronic Sinusitis","1, 2"
"Kleptomania, Norovirus","1, 0"
"Kleptomania, Spina Bifida","1, 3"
"Kleptomania, Paget's Disease","1, 2"
"Kleptomania, Barrett’s Esophagus","1, 2"
"Kleptomania, Heart Disease","1, 2"
"Kleptomania, Limb Girdle Disorder","1, 3"
"Kleptomania, Dissociative Identity Disorder","1, 1"
"Kleptomania, Yellow Fever","1, 0"
"Kleptomania, Sinus Infection","1, 0"
"Kleptomania, Influenza","1, 0"
"Kleptomania, Hepatitis A","1, 0"
"Kleptomania, Sickle Cell Disease","1, 2"
"Kleptomania, Visual Impairment","1, 3"
"Kleptomania, Hypertension","1, 2"
"Kleptomania, Endometriosis","1, 2"
"Kleptomania, Bacterial Meningitis","1, 0"
"Kleptomania, Catatonia","1, 1"
"Kleptomania, Muscular Dystrophy","1, 3"
"Kleptomania, Dwarfism","1, 3"
"Kleptomania, Pathological Gambling","1, 1"
"Kleptomania, Traumatic Brain Injury","1, 3"
"Kleptomania, Somatic Symptom Disorder","1, 1"
"Kleptomania, Anorexia","1, 1"
"Kleptomania, Polycystic Kidney Disease","1, 2"
"Kleptomania, Hip Dysplasia","1, 3"
"Kleptomania, Campylobacteriosis","1, 0"
"Kleptomania, Schizophrenia","1, 1"
"Kleptomania, Selective Mutism","1, 1"
"Kleptomania, Microcephaly","1, 3"
"Kleptomania, Psychotic Depression","1, 1"
"Kleptomania, Giardiasis","1, 0"
"Kleptomania, Mobility Impairment","1, 3"
"Kleptomania, Tetanus","1, 0"
"Kleptomania, Leptospirosis","1, 0"
"Kleptomania, Substance Use Disorder","1, 1"
"Kleptomania, Mood Disorder","1, 1"
"Kleptomania, Spastic Diplegia","1, 3"
"Kleptomania, Amyloidosis","1, 2"
"Kleptomania, Paratyphoid Fever","1, 0"
"Kleptomania, OCD","1, 1"
"Kleptomania, Scoliosis","1, 3"
"Kleptomania, Arthrogryposis","1, 3"
"Kleptomania, Arthritis","1, 2"
"Kleptomania, Claw Hand","1, 3"
"Kleptomania, Sleep Disorder","1, 1"
"Kleptomania, Polio","1, 3"
"Kleptomania, Measles","1, 0"
"Kleptomania, Hearing Loss","1, 3"
"Kleptomania, Borderline Personality Disorder","1, 1"
"Kleptomania, Short Stature","1, 3"
"Kleptomania, Delirium","1, 1"
"Kleptomania, Chikungunya","1, 0"
"Kleptomania, PTSD","1, 1"
"Kleptomania, Botulism","1, 0"
"Kleptomania, Chickenpox","1, 0"
"Kleptomania, Blindness","1, 3"
"Kleptomania, Anxiety","1, 1"
"Kleptomania, Strep Throat","1, 0"
"Kleptomania, Trichotillomania","1, 1"
"Kleptomania, ADHD","1, 1"
"Kleptomania, Amputation","1, 3"
"Kleptomania, Gout","1, 2"
"Kleptomania, Zika Virus","1, 0"
"Kleptomania, Chronic Kidney Disease","1, 2"
"Kleptomania, Paraphilic Disorder","1, 1"
"Kleptomania, Paralysis","1, 3"
"Kleptomania, Thalassemia","1, 2"
"Kleptomania, Torticollis","1, 3"
"Kleptomania, Cerebral Palsy","1, 3"
"Kleptomania, Listeriosis","1, 0"
"Kleptomania, Paranoia","1, 1"
"Kleptomania, E. coli Infection","1, 0"
"Kleptomania, COPD","1, 2"
"Kleptomania, Lupus","1, 2"
"Kleptomania, Typhoid Fever","1, 0"
"Kleptomania, Whooping Cough","1, 0"
"Kleptomania, Hand Deformity","1, 3"
"Kleptomania, Chronic Urticaria","1, 2"
"Kleptomania, Food Poisoning","1, 0"
"Kleptomania, Psychosis","1, 1"
"Kleptomania, Myasthenia Gravis","1, 2"
"Kleptomania, Peripheral Artery Disease","1, 2"
"Kleptomania, Dengue Fever","1, 0"
"Kleptomania, Coxa Vara","1, 3"
"Kleptomania, Hepatitis C","1, 0"
"Kleptomania, Asthma","1, 2"
"Kleptomania, COVID-19","1, 0"
"Kleptomania, Rheumatic Heart Disease","1, 2"
"Kleptomania, Histrionic Personality Disorder","1, 1"
"Kleptomania, Hepatitis B","1, 0"
"Kleptomania, Thyroid Disease","1, 2"
"Kleptomania, Hemiplegia","1, 3"
"Kleptomania, Chronic Appendicitis","1, 2"
"Kleptomania, Clubfoot","1, 3"
"Kleptomania, Speech Impairment","1, 3"
"Kleptomania, Fibromyalgia","1, 2"
"Kleptomania, Ulcerative Colitis","1, 2"
"Kleptomania, Osteogenesis Imperfecta","1, 3"
"Kleptomania, Muscle Weakness","1, 3"
"Kleptomania, Toxoplasmosis","1, 0"
"Kleptomania, Psoriasis","1, 2"
"Kleptomania, Narcissistic Personality Disorder","1, 1"
"Kleptomania, Phobias","1, 1"
"Kleptomania, Chronic Pancreatitis","1, 2"
"Kleptomania, Chronic Migraine","1, 2"
"Kleptomania, Cystic Fibrosis","1, 2"
"Kleptomania, Seasonal Affective Disorder","1, 1"
"Kleptomania, Frozen Shoulder","1, 3"
"Kleptomania, Bipolar Disorder","1, 1"
"Kleptomania, Chronic Fatigue Syndrome","1, 2"
"Kleptomania, Quadriplegia","1, 3"
"Kleptomania, Mania","1, 1"
"Kleptomania, Monoplegia","1, 3"
"Kleptomania, Mumps","1, 0"
"Kleptomania, Ear Infection","1, 0"
"Kleptomania, Diabetes","1, 2"
"Kleptomania, Multiple Sclerosis","1, 3"
"Kleptomania, Impulse Control Disorder","1, 1"
"Kleptomania, Autism Spectrum Disorder","1, 1"
"Kleptomania, Hyperactivity Disorder","1, 1"
"Kleptomania, Sarcoidosis","1, 2"
"Kleptomania, Drop Foot","1, 3"
"Kleptomania, Scarlet Fever","1, 0"
"Kleptomania, Tuberculosis","1, 0"
"Kleptomania, Schizoaffective Disorder","1, 1"
"Kleptomania, Common Cold","1, 0"
"Kleptomania, Celiac Disease","1, 2"
"Kleptomania, Bronchitis","1, 0"
"Kleptomania, Emotional Dysregulation","1, 1"
"Kleptomania, Chronic Bronchitis","1, 2"
"Kleptomania, Postural Deformity","1, 3"
"Kleptomania, Eating Disorder","1, 1"
"Graves’ Disease, Balance Disorder","2, 3"
"Graves’ Disease, Social Anxiety Disorder","2, 1"
"Graves’ Disease, Autoimmune Hepatitis","2, 2"
"Graves’ Disease, Tic Disorders","2, 1"
"Graves’ Disease, Panic Disorder","2, 1"
"Graves’ Disease, Adjustment Disorder","2, 1"
"Graves’ Disease, Hallucination Disorder","2, 1"
"Graves’ Disease, Rabies","2, 0"
"Graves’ Disease, Crohn’s Disease","2, 2"
"Graves’ Disease, Parkinson’s Disease","2, 2"
"Graves’ Disease, Anthrax","2, 0"
"Graves’ Disease, RSV","2, 0"
"Graves’ Disease, Bulimia","2, 1"
"Graves’ Disease, Chronic Sinusitis","2, 2"
"Graves’ Disease, Norovirus","2, 0"
"Graves’ Disease, Spina Bifida","2, 3"
"Graves’ Disease, Paget's Disease","2, 2"
"Graves’ Disease, Barrett’s Esophagus","2, 2"
"Graves’ Disease, Heart Disease","2, 2"
"Graves’ Disease, Limb Girdle Disorder","2, 3"
"Graves’ Disease, Dissociative Identity Disorder","2, 1"
"Graves’ Disease, Yellow Fever","2, 0"
"Graves’ Disease, Sinus Infection","2, 0"
"Graves’ Disease, Influenza","2, 0"
"Graves’ Disease, Hepatitis A","2, 0"
"Graves’ Disease, Sickle Cell Disease","2, 2"
"Graves’ Disease, Visual Impairment","2, 3"
"Graves’ Disease, Hypertension","2, 2"
"Graves’ Disease, Endometriosis","2, 2"
"Graves’ Disease, Bacterial Meningitis","2, 0"
"Graves’ Disease, Catatonia","2, 1"
"Graves’ Disease, Muscular Dystrophy","2, 3"
"Graves’ Disease, Dwarfism","2, 3"
"Graves’ Disease, Pathological Gambling","2, 1"
"Graves’ Disease, Traumatic Brain Injury","2, 3"
"Graves’ Disease, Somatic Symptom Disorder","2, 1"
"Graves’ Disease, Anorexia","2, 1"
"Graves’ Disease, Polycystic Kidney Disease","2, 2"
"Graves’ Disease, Hip Dysplasia","2, 3"
"Graves’ Disease, Campylobacteriosis","2, 0"
"Graves’ Disease, Schizophrenia","2, 1"
"Graves’ Disease, Selective Mutism","2, 1"
"Graves’ Disease, Microcephaly","2, 3"
"Graves’ Disease, Psychotic Depression","2, 1"
"Graves’ Disease, Giardiasis","2, 0"
"Graves’ Disease, Mobility Impairment","2, 3"
"Graves’ Disease, Tetanus","2, 0"
"Graves’ Disease, Leptospirosis","2, 0"
"Graves’ Disease, Substance Use Disorder","2, 1"
"Graves’ Disease, Mood Disorder","2, 1"
"Graves’ Disease, Spastic Diplegia","2, 3"
"Graves’ Disease, Amyloidosis","2, 2"
"Graves’ Disease, Paratyphoid Fever","2, 0"
"Graves’ Disease, OCD","2, 1"
"Graves’ Disease, Scoliosis","2, 3"
"Graves’ Disease, Arthrogryposis","2, 3"
"Graves’ Disease, Arthritis","2, 2"
"Graves’ Disease, Claw Hand","2, 3"
"Graves’ Disease, Sleep Disorder","2, 1"
"Graves’ Disease, Polio","2, 3"
"Graves’ Disease, Measles","2, 0"
"Graves’ Disease, Hearing Loss","2, 3"
"Graves’ Disease, Borderline Personality Disorder","2, 1"
"Graves’ Disease, Short Stature","2, 3"
"Graves’ Disease, Delirium","2, 1"
"Graves’ Disease, Chikungunya","2, 0"
"Graves’ Disease, PTSD","2, 1"
"Graves’ Disease, Botulism","2, 0"
"Graves’ Disease, Chickenpox","2, 0"
"Graves’ Disease, Blindness","2, 3"
"Graves’ Disease, Anxiety","2, 1"
"Graves’ Disease, Strep Throat","2, 0"
"Graves’ Disease, Trichotillomania","2, 1"
"Graves’ Disease, ADHD","2, 1"
"Graves’ Disease, Amputation","2, 3"
"Graves’ Disease, Gout","2, 2"
"Graves’ Disease, Zika Virus","2, 0"
"Graves’ Disease, Chronic Kidney Disease","2, 2"
"Graves’ Disease, Paraphilic Disorder","2, 1"
"Graves’ Disease, Paralysis","2, 3"
"Graves’ Disease, Thalassemia","2, 2"
"Graves’ Disease, Torticollis","2, 3"
"Graves’ Disease, Cerebral Palsy","2, 3"
"Graves’ Disease, Listeriosis","2, 0"
"Graves’ Disease, Paranoia","2, 1"
"Graves’ Disease, E. coli Infection","2, 0"
"Graves’ Disease, COPD","2, 2"
"Graves’ Disease, Lupus","2, 2"
"Graves’ Disease, Typhoid Fever","2, 0"
"Graves’ Disease, Whooping Cough","2, 0"
"Graves’ Disease, Hand Deformity","2, 3"
"Graves’ Disease, Chronic Urticaria","2, 2"
"Graves’ Disease, Food Poisoning","2, 0"
"Graves’ Disease, Psychosis","2, 1"
"Graves’ Disease, Myasthenia Gravis","2, 2"
"Graves’ Disease, Peripheral Artery Disease","2, 2"
"Graves’ Disease, Dengue Fever","2, 0"
"Graves’ Disease, Coxa Vara","2, 3"
"Graves’ Disease, Hepatitis C","2, 0"
"Graves’ Disease, Asthma","2, 2"
"Graves’ Disease, COVID-19","2, 0"
"Graves’ Disease, Rheumatic Heart Disease","2, 2"
"Graves’ Disease, Histrionic Personality Disorder","2, 1"
"Graves’ Disease, Hepatitis B","2, 0"
"Graves’ Disease, Thyroid Disease","2, 2"
"Graves’ Disease, Hemiplegia","2, 3"
"Graves’ Disease, Chronic Appendicitis","2, 2"
"Graves’ Disease, Clubfoot","2, 3"
"Graves’ Disease, Speech Impairment","2, 3"
"Graves’ Disease, Fibromyalgia","2, 2"
"Graves’ Disease, Ulcerative Colitis","2, 2"
"Graves’ Disease, Osteogenesis Imperfecta","2, 3"
"Graves’ Disease, Muscle Weakness","2, 3"
"Graves’ Disease, Toxoplasmosis","2, 0"
"Graves’ Disease, Psoriasis","2, 2"
"Graves’ Disease, Narcissistic Personality Disorder","2, 1"
"Graves’ Disease, Phobias","2, 1"
"Graves’ Disease, Chronic Pancreatitis","2, 2"
"Graves’ Disease, Chronic Migraine","2, 2"
"Graves’ Disease, Cystic Fibrosis","2, 2"
"Graves’ Disease, Seasonal Affective Disorder","2, 1"
"Graves’ Disease, Frozen Shoulder","2, 3"
"Graves’ Disease, Bipolar Disorder","2, 1"
"Graves’ Disease, Chronic Fatigue Syndrome","2, 2"
"Graves’ Disease, Quadriplegia","2, 3"
"Graves’ Disease, Mania","2, 1"
"Graves’ Disease, Monoplegia","2, 3"
"Graves’ Disease, Mumps","2, 0"
"Graves’ Disease, Ear Infection","2, 0"
"Graves’ Disease, Diabetes","2, 2"
"Graves’ Disease, Multiple Sclerosis","2, 3"
"Graves’ Disease, Impulse Control Disorder","2, 1"
"Graves’ Disease, Autism Spectrum Disorder","2, 1"
"Graves’ Disease, Hyperactivity Disorder","2, 1"
"Graves’ Disease, Sarcoidosis","2, 2"
"Graves’ Disease, Drop Foot","2, 3"
"Graves’ Disease, Scarlet Fever","2, 0"
"Graves’ Disease, Tuberculosis","2, 0"
"Graves’ Disease, Schizoaffective Disorder","2, 1"
"Graves’ Disease, Common Cold","2, 0"
"Graves’ Disease, Celiac Disease","2, 2"
"Graves’ Disease, Bronchitis","2, 0"
"Graves’ Disease, Emotional Dysregulation","2, 1"
"Graves’ Disease, Chronic Bronchitis","2, 2"
"Graves’ Disease, Postural Deformity","2, 3"
"Graves’ Disease, Eating Disorder","2, 1"
"Balance Disorder, Social Anxiety Disorder","3, 1"
"Balance Disorder, Autoimmune Hepatitis","3, 2"
"Balance Disorder, Tic Disorders","3, 1"
"Balance Disorder, Panic Disorder","3, 1"
"Balance Disorder, Adjustment Disorder","3, 1"
"Balance Disorder, Hallucination Disorder","3, 1"
"Balance Disorder, Rabies","3, 0"
"Balance Disorder, Crohn’s Disease","3, 2"
"Balance Disorder, Parkinson’s Disease","3, 2"
"Balance Disorder, Anthrax","3, 0"
"Balance Disorder, RSV","3, 0"
"Balance Disorder, Bulimia","3, 1"
"Balance Disorder, Chronic Sinusitis","3, 2"
"Balance Disorder, Norovirus","3, 0"
"Balance Disorder, Spina Bifida","3, 3"
"Balance Disorder, Paget's Disease","3, 2"
"Balance Disorder, Barrett’s Esophagus","3, 2"
"Balance Disorder, Heart Disease","3, 2"
"Balance Disorder, Limb Girdle Disorder","3, 3"
"Balance Disorder, Dissociative Identity Disorder","3, 1"
"Balance Disorder, Yellow Fever","3, 0"
"Balance Disorder, Sinus Infection","3, 0"
"Balance Disorder, Influenza","3, 0"
"Balance Disorder, Hepatitis A","3, 0"
"Balance Disorder, Sickle Cell Disease","3, 2"
"Balance Disorder, Visual Impairment","3, 3"
"Balance Disorder, Hypertension","3, 2"
"Balance Disorder, Endometriosis","3, 2"
"Balance Disorder, Bacterial Meningitis","3, 0"
"Balance Disorder, Catatonia","3, 1"
"Balance Disorder, Muscular Dystrophy","3, 3"
"Balance Disorder, Dwarfism","3, 3"
"Balance Disorder, Pathological Gambling","3, 1"
"Balance Disorder, Traumatic Brain Injury","3, 3"
"Balance Disorder, Somatic Symptom Disorder","3, 1"
"Balance Disorder, Anorexia","3, 1"
"Balance Disorder, Polycystic Kidney Disease","3, 2"
"Balance Disorder, Hip Dysplasia","3, 3"
"Balance Disorder, Campylobacteriosis","3, 0"
"Balance Disorder, Schizophrenia","3, 1"
"Balance Disorder, Selective Mutism","3, 1"
"Balance Disorder, Microcephaly","3, 3"
"Balance Disorder, Psychotic Depression","3, 1"
"Balance Disorder, Giardiasis","3, 0"
"Balance Disorder, Mobility Impairment","3, 3"
"Balance Disorder, Tetanus","3, 0"
"Balance Disorder, Leptospirosis","3, 0"
"Balance Disorder, Substance Use Disorder","3, 1"
"Balance Disorder, Mood Disorder","3, 1"
"Balance Disorder, Spastic Diplegia","3, 3"
"Balance Disorder, Amyloidosis","3, 2"
"Balance Disorder, Paratyphoid Fever","3, 0"
"Balance Disorder, OCD","3, 1"
"Balance Disorder, Scoliosis","3, 3"
"Balance Disorder, Arthrogryposis","3, 3"
"Balance Disorder, Arthritis","3, 2"
"Balance Disorder, Claw Hand","3, 3"
"Balance Disorder, Sleep Disorder","3, 1"
"Balance Disorder, Polio","3, 3"
"Balance Disorder, Measles","3, 0"
"Balance Disorder, Hearing Loss","3, 3"
"Balance Disorder, Borderline Personality Disorder","3, 1"
"Balance Disorder, Short Stature","3, 3"
"Balance Disorder, Delirium","3, 1"
"Balance Disorder, Chikungunya","3, 0"
"Balance Disorder, PTSD","3, 1"
"Balance Disorder, Botulism","3, 0"
"Balance Disorder, Chickenpox","3, 0"
"Balance Disorder, Blindness","3, 3"
"Balance Disorder, Anxiety","3, 1"
"Balance Disorder, Strep Throat","3, 0"
"Balance Disorder, Trichotillomania","3, 1"
"Balance Disorder, ADHD","3, 1"
"Balance Disorder, Amputation","3, 3"
"Balance Disorder, Gout","3, 2"
"Balance Disorder, Zika Virus","3, 0"
"Balance Disorder, Chronic Kidney Disease","3, 2"
"Balance Disorder, Paraphilic Disorder","3, 1"
"Balance Disorder, Paralysis","3, 3"
"Balance Disorder, Thalassemia","3, 2"
"Balance Disorder, Torticollis","3, 3"
"Balance Disorder, Cerebral Palsy","3, 3"
"Balance Disorder, Listeriosis","3, 0"
"Balance Disorder, Paranoia","3, 1"
"Balance Disorder, E. coli Infection","3, 0"
"Balance Disorder, COPD","3, 2"
"Balance Disorder, Lupus","3, 2"
"Balance Disorder, Typhoid Fever","3, 0"
"Balance Disorder, Whooping Cough","3, 0"
"Balance Disorder, Hand Deformity","3, 3"
"Balance Disorder, Chronic Urticaria","3, 2"
"Balance Disorder, Food Poisoning","3, 0"
"Balance Disorder, Psychosis","3, 1"
"Balance Disorder, Myasthenia Gravis","3, 2"
"Balance Disorder, Peripheral Artery Disease","3, 2"
"Balance Disorder, Dengue Fever","3, 0"
"Balance Disorder, Coxa Vara","3, 3"
"Balance Disorder, Hepatitis C","3, 0"
"Balance Disorder, Asthma","3, 2"
"Balance Disorder, COVID-19","3, 0"
"Balance Disorder, Rheumatic Heart Disease","3, 2"
"Balance Disorder, Histrionic Personality Disorder","3, 1"
"Balance Disorder, Hepatitis B","3, 0"
"Balance Disorder, Thyroid Disease","3, 2"
"Balance Disorder, Hemiplegia","3, 3"
"Balance Disorder, Chronic Appendicitis","3, 2"
"Balance Disorder, Clubfoot","3, 3"
"Balance Disorder, Speech Impairment","3, 3"
